user_id,session_id,question_id,response_correctness,response_time,session_score,engagement_duration
U11,S13,Q08,0,2.214,74,286
U11,S13,Q09,1,6.571,37,173
U11,S13,Q10,1,9.963,6,289
U11,S05,Q01,1,1.937,20,155
U11,S05,Q02,0,1.727,46,208
U11,S05,Q03,0,6.322,24,216
U11,S05,Q04,1,3.176,89,128
U11,S11,Q01,0,3.342,85,195
U11,S11,Q02,0,2.024,33,184
U11,S11,Q03,1,9.636,65,275
U11,S11,Q04,0,5.307,71,131
U11,S11,Q05,1,4.553,58,153
U11,S04,Q01,1,6.742,19,144
U11,S04,Q02,0,4.869,70,146
U11,S04,Q03,0,4.1,95,218
U11,S04,Q04,0,9.832,42,101
U11,S04,Q05,0,1.144,52,167
U11,S02,Q01,1,7.159,78,175
U11,S02,Q02,0,6.399,51,292
U11,S02,Q03,0,8.308,57,117
U11,S02,Q04,0,2.538,40,244
U11,S02,Q05,1,7.422,98,108
U11,S02,Q06,0,7.431,54,223
U11,S02,Q07,1,5.664,95,174
U11,S02,Q08,1,3.275,57,155
U11,S02,Q09,0,9.48,63,208
U11,S18,Q01,0,2.054,47,233
U11,S15,Q01,0,8.063,66,127
U11,S07,Q01,1,1.416,49,281
U11,S07,Q02,1,9.966,42,234
U11,S07,Q03,1,6.995,25,163
U11,S07,Q04,1,1.521,92,147
U11,S07,Q05,0,5.6,66,250
U11,S07,Q06,0,1.634,99,212
U11,S17,Q01,0,5.754,100,192
U11,S17,Q02,0,6.875,53,123
U11,S17,Q03,1,1.005,43,136
U11,S17,Q04,0,1.728,19,255
U11,S17,Q05,0,3.853,25,253
U11,S17,Q06,1,1.267,25,282
U11,S12,Q01,0,3.146,51,235
U11,S12,Q02,0,7.153,85,283
U11,S12,Q03,1,4.158,7,142
U11,S12,Q04,0,7.537,87,127
U11,S12,Q05,1,1.589,2,233
U11,S12,Q06,1,2.384,90,140
U11,S12,Q07,0,9.905,69,111
U11,S12,Q08,1,4.507,29,193
U11,S12,Q09,1,7.054,17,237
U11,S12,Q10,1,2.276,49,290
U11,S09,Q01,1,4.154,26,128
U11,S09,Q02,1,2.765,53,179
U11,S09,Q03,0,3.479,12,242
U11,S09,Q04,0,6.432,53,268
U11,S09,Q05,0,5.215,39,153
U11,S09,Q06,0,1.908,3,281
U12,S10,Q01,0,4.758,100,289
U12,S10,Q02,0,5.121,97,250
U12,S10,Q03,0,9.279,64,296
U12,S10,Q04,0,1.631,91,250
U12,S10,Q05,0,7.116,39,130
U12,S10,Q06,1,7.716,34,174
U12,S16,Q01,1,9.731,40,154
U12,S16,Q02,1,1.628,83,187
U12,S16,Q03,1,7.755,7,205
U12,S16,Q04,1,6.198,96,101
U12,S16,Q05,1,8.621,4,187
U12,S04,Q01,1,5.471,3,127
U12,S04,Q02,0,6.16,30,266
U12,S04,Q03,1,3.752,19,227
U12,S04,Q04,1,1.907,54,258
U12,S04,Q05,0,3.325,58,269
U12,S04,Q06,0,8.509,38,150
U12,S04,Q07,0,8.884,6,216
U12,S04,Q08,1,7.957,81,194
U12,S04,Q09,1,2.084,66,258
U12,S15,Q01,1,6.474,77,182
U12,S15,Q02,0,1.46,63,289
U12,S06,Q01,0,7.629,88,249
U12,S06,Q02,0,5.226,45,186
U12,S06,Q03,1,4.185,73,298
U12,S06,Q04,1,8.296,38,172
U12,S06,Q05,0,6.745,65,165
U12,S06,Q06,0,3.868,40,189
U12,S06,Q07,0,6.912,42,212
U12,S08,Q01,0,3.122,12,251
U12,S08,Q02,1,7.344,38,111
U12,S08,Q03,1,6.568,75,137
U12,S08,Q04,1,4.537,53,153
U12,S08,Q05,1,1.529,6,104
U12,S08,Q06,1,2.798,88,193
U12,S08,Q07,1,3.115,33,169
U12,S08,Q08,1,8.433,94,287
U12,S07,Q01,0,7.816,61,184
U12,S07,Q02,0,6.678,34,232
U12,S19,Q01,1,1.035,81,257
U12,S19,Q02,1,9.293,59,204
U12,S19,Q03,1,2.573,42,186
U12,S19,Q04,1,1.653,33,153
U12,S19,Q05,0,7.595,74,187
U12,S19,Q06,0,3.99,32,248
U12,S19,Q07,1,8.152,68,202
U12,S19,Q08,0,9.039,39,143
U12,S19,Q09,1,8.15,23,263
U12,S03,Q01,1,5.021,84,180
U12,S03,Q02,1,2.342,9,270
U12,S03,Q03,1,3.93,24,143
U12,S03,Q04,0,1.331,48,189
U12,S03,Q05,0,9.355,47,296
U12,S03,Q06,0,3.705,35,295
U12,S05,Q01,0,1.735,42,165
U12,S05,Q02,1,1.288,40,208
U12,S05,Q03,0,4.412,6,221
U12,S05,Q04,1,2.833,12,179
U12,S11,Q01,0,6.361,77,138
U12,S11,Q02,0,9.02,98,246
U12,S20,Q01,0,9.645,86,283
U12,S20,Q02,1,3.908,64,264
U12,S20,Q03,0,2.584,72,133
U12,S14,Q01,0,1.658,99,156
U13,S04,Q01,1,9.719,76,122
U13,S04,Q02,0,1.716,11,118
U13,S09,Q01,0,7.053,3,249
U13,S09,Q02,0,7.418,63,250
U13,S09,Q03,1,5.554,15,165
U13,S09,Q04,0,4.195,47,171
U14,S15,Q01,0,2.607,2,119
U14,S15,Q02,1,5.797,23,268
U14,S15,Q03,0,6.119,58,139
U14,S15,Q04,0,1.903,64,214
U14,S15,Q05,0,7.474,25,252
U14,S10,Q01,1,9.518,9,216
U14,S10,Q02,1,3.782,69,191
U14,S10,Q03,0,8.58,11,228
U14,S10,Q04,1,2.697,25,181
U14,S10,Q05,1,4.617,30,188
U14,S10,Q06,1,5.077,71,264
U14,S10,Q07,0,3.581,38,173
U14,S10,Q08,0,1.948,73,203
U14,S10,Q09,0,4.699,9,122
U14,S10,Q10,1,6.593,44,163
U14,S12,Q01,0,2.632,86,238
U14,S12,Q02,1,3.84,34,162
U14,S12,Q03,0,4.114,82,233
U14,S12,Q04,0,5.519,87,206
U14,S12,Q05,1,5.976,85,269
U14,S12,Q06,1,3.61,54,140
U14,S12,Q07,0,3.983,64,215
U14,S12,Q08,0,4.96,30,220
U14,S12,Q09,1,4.266,28,204
U14,S17,Q01,0,6.76,0,107
U14,S17,Q02,1,4.998,80,275
U14,S17,Q03,1,2.665,49,120
U14,S17,Q04,0,7.695,38,264
U14,S17,Q05,1,6.316,77,143
U14,S17,Q06,0,5.605,38,118
U14,S17,Q07,0,9.111,47,276
U14,S20,Q01,1,6.227,99,149
U14,S20,Q02,1,2.186,9,194
U14,S20,Q03,1,6.129,41,162
U14,S20,Q04,0,3.553,41,126
U14,S20,Q05,0,2.373,6,275
U14,S20,Q06,0,4.802,19,268
U14,S05,Q01,1,9.821,66,294
U14,S05,Q02,0,7.663,62,244
U14,S05,Q03,1,5.2,96,128
U14,S05,Q04,0,3.37,84,300
U14,S05,Q05,0,3.139,27,109
U14,S05,Q06,0,9.717,80,144
U14,S05,Q07,1,3.409,21,248
U14,S05,Q08,0,6.494,39,145
U14,S07,Q01,0,2.488,39,121
U14,S04,Q01,1,6.524,38,101
U14,S04,Q02,0,2.198,34,263
U14,S04,Q03,1,8.727,65,203
U14,S04,Q04,0,1.883,74,259
U14,S04,Q05,0,1.253,14,101
U14,S04,Q06,1,4.818,44,144
U14,S04,Q07,1,3.057,66,237
U14,S04,Q08,1,6.613,56,120
U14,S04,Q09,0,4.641,89,241
U14,S13,Q01,0,7.836,8,138
U14,S13,Q02,0,3.296,35,215
U14,S13,Q03,1,4.418,42,253
U14,S13,Q04,0,3.531,17,230
U14,S13,Q05,0,9.99,94,188
U14,S06,Q01,0,8.63,61,111
U14,S06,Q02,1,3.685,65,296
U14,S02,Q01,0,8.797,88,144
U14,S18,Q01,1,6.026,99,196
U14,S18,Q02,1,2.006,68,177
U14,S18,Q03,0,6.111,2,155
U14,S18,Q04,0,9.075,60,143
U14,S18,Q05,0,3.491,11,247
U14,S18,Q06,0,6.071,0,180
U14,S18,Q07,0,4.386,90,169
U14,S18,Q08,0,7.204,87,160
U14,S08,Q01,0,7.258,31,115
U14,S08,Q02,0,7.422,21,268
U14,S11,Q01,1,2.593,40,177
U14,S19,Q01,0,1.82,81,189
U14,S19,Q02,1,5.44,41,243
U14,S19,Q03,0,9.752,54,250
U14,S19,Q04,0,4.9,88,102
U14,S19,Q05,1,7.962,26,174
U14,S19,Q06,0,7.734,51,184
U14,S19,Q07,1,8.818,57,183
U15,S07,Q01,1,3.871,35,293
U15,S07,Q02,0,9.067,77,124
U15,S07,Q03,0,4.662,19,154
U15,S07,Q04,1,7.92,32,227
U15,S07,Q05,1,4.14,83,113
U15,S07,Q06,0,5.248,75,225
U15,S17,Q01,0,4.993,100,107
U15,S17,Q02,1,5.111,32,115
U15,S17,Q03,1,9.932,38,249
U15,S17,Q04,0,1.48,64,236
U15,S01,Q01,1,6.545,9,199
U15,S01,Q02,1,2.19,72,288
U15,S01,Q03,0,4.263,26,212
U15,S01,Q04,0,8.562,22,147
U15,S01,Q05,1,9.912,3,249
U15,S01,Q06,0,3.519,91,128
U15,S01,Q07,0,4.978,50,108
U15,S01,Q08,1,1.296,98,275
U15,S01,Q09,1,1.925,90,217
U15,S01,Q10,1,9.82,21,109
U15,S10,Q01,0,4.911,63,286
U15,S10,Q02,1,1.335,43,118
U15,S10,Q03,1,1.742,79,158
U15,S10,Q04,1,3.561,91,147
U15,S10,Q05,0,5.344,95,235
U15,S10,Q06,0,1.736,3,125
U15,S10,Q07,0,4.532,78,276
U15,S10,Q08,0,5.088,29,155
U15,S19,Q01,0,3.598,62,100
U15,S19,Q02,1,4.674,77,261
U15,S19,Q03,0,7.08,7,145
U15,S19,Q04,0,5.498,89,208
U15,S19,Q05,0,6.466,28,294
U15,S19,Q06,1,6.921,47,233
U15,S19,Q07,1,2.217,44,235
U15,S18,Q01,1,6.774,89,183
U15,S18,Q02,1,7.244,0,249
U15,S18,Q03,1,4.281,55,190
U15,S18,Q04,0,8.802,52,101
U15,S18,Q05,0,6.014,36,105
U15,S16,Q01,0,3.136,34,102
U15,S16,Q02,0,7.902,35,213
U15,S16,Q03,0,2.382,54,186
U15,S09,Q01,0,7.547,48,149
U15,S09,Q02,0,1.021,15,238
U15,S09,Q03,0,3.85,56,217
U15,S09,Q04,1,2.047,45,195
U15,S09,Q05,1,7.015,63,117
U15,S04,Q01,1,3.201,96,122
U15,S04,Q02,0,2.195,87,140
U15,S04,Q03,1,3.409,86,255
U15,S04,Q04,0,1.103,8,260
U15,S04,Q05,1,7.228,85,226
U15,S15,Q01,0,6.135,28,103
U15,S15,Q02,0,8.345,43,184
U15,S15,Q03,0,1.089,43,180
U15,S12,Q01,1,2.068,49,196
U15,S12,Q02,0,2.819,83,228
U15,S20,Q01,0,4.942,9,266
U15,S20,Q02,1,3.179,91,164
U15,S20,Q03,0,2.397,51,169
U15,S20,Q04,0,1.499,94,130
U15,S20,Q05,1,3.62,54,125
U15,S02,Q01,1,1.457,3,121
U15,S02,Q02,0,2.556,89,230
U15,S02,Q03,1,7.684,81,158
U15,S02,Q04,0,7.179,10,280
U15,S02,Q05,0,8.689,5,289
U15,S02,Q06,0,4.146,74,212
U15,S03,Q01,1,5.755,92,217
U15,S03,Q02,1,8.774,95,232
U15,S03,Q03,0,6.861,73,214
U15,S03,Q04,1,5.442,24,267
U15,S03,Q05,1,4.74,57,237
U15,S03,Q06,1,5.277,40,196
U15,S08,Q01,0,3.934,41,146
U15,S08,Q02,0,7.374,55,236
U15,S08,Q03,1,3.658,69,241
U15,S08,Q04,1,2.605,61,129
U15,S13,Q01,0,1.515,60,253
U15,S13,Q02,0,2.195,18,248
U16,S20,Q01,1,6.327,88,180
U16,S20,Q02,0,3.114,66,224
U16,S11,Q01,1,8.328,55,103
U16,S13,Q01,1,1.115,98,257
U16,S13,Q02,0,4.677,77,191
U16,S13,Q03,0,3.448,81,204
U16,S13,Q04,0,6.348,38,252
U16,S17,Q01,0,9.987,87,293
U16,S17,Q02,1,4.806,8,209
U16,S17,Q03,0,6.015,6,233
U16,S17,Q04,1,9.876,84,214
U16,S04,Q01,1,9.862,71,250
U16,S04,Q02,0,2.92,19,259
U16,S04,Q03,1,1.414,52,204
U16,S04,Q04,1,5.514,66,283
U16,S04,Q05,1,2.663,12,249
U16,S04,Q06,1,9.697,42,127
U16,S04,Q07,0,1.212,24,200
U16,S19,Q01,0,9.214,92,122
U17,S07,Q01,0,3.838,36,187
U17,S07,Q02,1,9.162,69,242
U17,S07,Q03,0,4.977,13,189
U17,S07,Q04,1,8.46,2,194
U17,S07,Q05,0,5.843,19,297
U17,S07,Q06,1,4.214,36,270
U17,S07,Q07,1,3.85,33,290
U17,S07,Q08,0,9.127,67,295
U17,S07,Q09,0,1.914,17,154
U17,S07,Q10,0,4.732,16,244
U17,S17,Q01,1,1.995,86,230
U17,S16,Q01,1,7.736,11,257
U17,S16,Q02,1,7.85,58,128
U17,S16,Q03,1,6.041,67,124
U17,S16,Q04,1,9.938,45,227
U17,S16,Q05,1,3.999,9,275
U17,S16,Q06,0,3.239,25,289
U17,S16,Q07,0,1.611,3,151
U17,S16,Q08,1,8.772,95,135
U17,S16,Q09,0,7.436,88,122
U17,S06,Q01,1,6.353,45,135
U17,S06,Q02,1,9.224,21,245
U17,S06,Q03,1,6.061,56,138
U17,S06,Q04,1,1.779,12,210
U17,S06,Q05,0,1.94,95,246
U17,S01,Q01,1,4.68,84,264
U17,S01,Q02,0,2.964,84,103
U17,S01,Q03,1,3.645,60,239
U17,S01,Q04,0,4.751,84,189
U17,S14,Q01,0,2.816,46,229
U17,S09,Q01,0,8.396,11,276
U17,S09,Q02,0,7.095,50,174
U17,S09,Q03,0,4.165,88,140
U17,S09,Q04,0,1.396,36,117
U17,S09,Q05,0,7.243,30,134
U17,S15,Q01,0,6.018,28,180
U17,S15,Q02,1,1.704,90,209
U17,S15,Q03,0,5.234,90,150
U17,S15,Q04,1,2.45,4,233
U17,S15,Q05,0,5.504,60,172
U17,S15,Q06,1,7.125,85,116
U17,S15,Q07,1,8.348,16,205
U17,S13,Q01,1,6.298,40,175
U17,S13,Q02,1,6.685,73,295
U17,S13,Q03,1,7.355,29,264
U17,S13,Q04,1,7.683,71,292
U17,S13,Q05,1,1.322,11,203
U17,S13,Q06,0,2.312,40,140
U17,S13,Q07,1,8.26,74,257
U17,S13,Q08,1,5.679,75,176
U17,S08,Q01,0,1.304,2,261
U17,S08,Q02,0,8.341,2,239
U17,S08,Q03,0,4.057,26,257
U17,S19,Q01,0,9.349,53,227
U17,S19,Q02,1,1.074,54,298
U17,S19,Q03,1,4.705,74,274
U17,S19,Q04,0,1.866,14,194
U17,S19,Q05,1,4.574,5,174
U17,S19,Q06,0,5.04,11,116
U17,S19,Q07,1,3.197,69,297
U17,S11,Q01,1,4.525,42,168
U17,S11,Q02,0,9.193,33,108
U17,S11,Q03,0,3.561,3,267
U17,S11,Q04,0,1.683,38,105
U17,S11,Q05,1,5.937,34,182
U17,S11,Q06,0,3.698,19,297
U17,S11,Q07,1,4.465,14,253
U17,S11,Q08,0,8.125,59,176
U17,S11,Q09,1,8.606,81,272
U17,S04,Q01,1,7.195,21,162
U17,S04,Q02,1,4.936,50,195
U17,S04,Q03,0,7.441,89,269
U17,S04,Q04,1,1.188,11,210
U17,S03,Q01,1,7.327,52,101
U17,S03,Q02,0,8.958,17,234
U17,S20,Q01,0,5.594,89,196
U17,S20,Q02,1,3.874,86,119
U17,S18,Q01,0,8.002,51,119
U17,S18,Q02,0,6.708,39,281
U17,S18,Q03,0,7.003,70,109
U17,S18,Q04,0,1.673,98,240
U17,S18,Q05,1,6.177,2,156
U17,S18,Q06,1,5.943,80,202
U17,S12,Q01,0,9.345,32,113
U18,S02,Q01,0,3.904,9,173
U18,S01,Q01,1,2.454,49,275
U18,S11,Q01,1,1.814,57,281
U18,S11,Q02,1,6.488,58,297
U18,S11,Q03,1,6.744,73,272
U18,S11,Q04,1,4.501,62,101
U18,S11,Q05,1,8.232,63,164
U19,S03,Q01,1,6.015,65,215
U19,S03,Q02,0,7.236,97,228
U19,S03,Q03,1,2.202,53,259
U19,S16,Q01,1,5.716,80,277
U19,S16,Q02,0,3.72,84,124
U19,S16,Q03,0,4.393,97,299
U19,S19,Q01,1,3.614,34,203
U19,S19,Q02,1,6.873,91,253
U19,S19,Q03,1,1.131,52,200
U19,S19,Q04,1,2.905,13,198
U19,S19,Q05,1,1.722,87,277
U19,S19,Q06,1,1.029,48,175
U19,S19,Q07,0,9.584,96,117
U19,S19,Q08,0,9.496,28,173
U19,S14,Q01,1,3.018,98,195
U19,S14,Q02,1,6.32,12,281
U19,S13,Q01,0,8.535,22,299
U19,S13,Q02,0,2.375,50,209
U19,S13,Q03,0,8.872,75,293
U19,S13,Q04,1,5.279,14,202
U19,S10,Q01,0,4.086,21,200
U19,S10,Q02,1,7.641,77,209
U19,S10,Q03,1,4.428,43,279
U19,S10,Q04,1,2.202,64,273
U19,S10,Q05,0,8.472,73,186
U19,S10,Q06,0,9.744,49,143
U19,S10,Q07,1,8.967,34,300
U19,S10,Q08,0,5.334,63,290
U19,S10,Q09,0,8.099,50,236
U19,S09,Q01,1,8.153,45,174
U19,S09,Q02,0,8.12,96,268
U19,S09,Q03,0,4.367,76,140
U19,S20,Q01,1,9.605,37,160
U19,S20,Q02,1,1.525,86,126
U19,S20,Q03,1,4.435,0,236
U19,S20,Q04,0,9.571,20,227
U19,S20,Q05,1,2.997,42,285
U19,S20,Q06,0,8.26,79,296
U19,S20,Q07,1,8.292,86,228
U19,S20,Q08,1,8.084,4,248
U19,S20,Q09,0,4.81,82,169
U19,S07,Q01,0,8.963,86,264
U19,S01,Q01,1,8.993,10,216
U19,S01,Q02,1,7.887,55,229
U19,S01,Q03,1,2.841,17,291
U19,S01,Q04,0,9.049,77,121
U19,S01,Q05,0,9.006,21,176
U19,S08,Q01,0,5.845,87,273
U19,S08,Q02,0,6.508,13,251
U19,S08,Q03,0,8.613,72,164
U19,S08,Q04,0,2.96,56,172
U19,S08,Q05,1,3.165,67,234
U19,S08,Q06,0,8.082,26,192
U19,S08,Q07,1,8.032,25,130
U19,S08,Q08,0,6.982,37,201
U19,S08,Q09,1,1.267,13,194
U20,S18,Q01,0,8.14,83,160
U20,S18,Q02,0,7.252,22,184
U20,S18,Q03,0,9.815,51,285
U20,S18,Q04,1,6.731,14,198
U20,S18,Q05,1,9.033,24,256
U20,S18,Q06,0,7.973,74,245
U20,S18,Q07,1,7.853,52,194
U20,S18,Q08,0,9.454,30,179
U20,S18,Q09,1,7.082,83,233
U21,S02,Q01,0,3.483,44,227
U21,S02,Q02,1,9.888,56,225
U21,S02,Q03,0,2.811,53,240
U21,S11,Q01,0,1.135,94,144
U21,S11,Q02,0,6.874,91,230
U21,S11,Q03,1,1.943,15,152
U21,S11,Q04,0,5.224,29,277
U21,S11,Q05,1,5.569,70,207
U21,S14,Q01,1,1.624,17,283
U21,S14,Q02,1,3.159,92,286
U21,S14,Q03,1,2.807,39,145
U21,S19,Q01,1,4.872,42,190
U21,S19,Q02,0,9.292,19,260
U21,S19,Q03,0,5.898,0,219
U21,S19,Q04,1,5.682,44,188
U21,S19,Q05,0,1.63,36,253
U21,S19,Q06,0,5.105,51,185
U21,S19,Q07,1,8.991,100,157
U21,S19,Q08,0,2.913,66,256
U21,S19,Q09,0,9.653,30,290
U21,S19,Q10,1,6.672,88,229
U21,S20,Q01,0,8.707,95,218
U21,S20,Q02,1,3.684,50,219
U21,S20,Q03,1,9.856,15,275
U21,S20,Q04,0,5.579,49,249
U21,S20,Q05,0,1.182,62,188
U21,S20,Q06,1,6.414,77,252
U21,S20,Q07,1,6.212,34,289
U21,S20,Q08,1,9.477,56,103
U21,S20,Q09,1,6.812,8,238
U21,S17,Q01,1,3.287,73,262
U21,S17,Q02,1,5.747,84,244
U21,S17,Q03,0,7.923,38,267
U21,S10,Q01,0,9.377,12,100
U21,S10,Q02,0,9.811,91,253
U21,S10,Q03,1,5.165,54,238
U21,S10,Q04,1,3.52,49,220
U21,S10,Q05,1,7.03,8,150
U21,S10,Q06,0,5.721,44,263
U21,S10,Q07,0,6.098,95,273
U21,S10,Q08,0,6.974,72,203
U21,S10,Q09,1,7.141,38,144
U21,S01,Q01,0,7.261,10,150
U21,S01,Q02,1,9.694,0,125
U21,S01,Q03,1,2.568,47,211
U21,S01,Q04,1,1.176,39,254
U21,S01,Q05,0,5.9,93,152
U21,S01,Q06,0,2.672,60,150
U21,S01,Q07,0,3.078,53,117
U21,S16,Q01,1,3.13,98,127
U21,S16,Q02,1,7.336,69,229
U21,S16,Q03,1,4.92,76,143
U21,S13,Q01,0,3.787,100,293
U21,S13,Q02,0,8.513,35,251
U21,S13,Q03,1,3.238,70,162
U21,S13,Q04,1,6.897,62,272
U21,S13,Q05,1,5.941,34,173
U21,S08,Q01,1,7.581,27,296
U21,S08,Q02,0,1.393,80,254
U21,S08,Q03,1,2.155,67,197
U21,S15,Q01,0,6.959,53,289
U21,S15,Q02,1,1.327,93,225
U21,S15,Q03,1,2.864,64,300
U21,S15,Q04,1,2.95,96,210
U21,S15,Q05,1,8.139,93,293
U21,S15,Q06,0,5.894,72,204
U21,S09,Q01,1,2.181,22,212
U21,S09,Q02,0,8.79,78,184
U21,S09,Q03,0,7.368,5,103
U21,S09,Q04,1,8.302,31,253
U21,S09,Q05,1,1.649,54,254
U21,S09,Q06,1,2.89,63,135
U21,S09,Q07,0,5.486,47,272
U21,S09,Q08,0,3.425,95,281
U21,S06,Q01,1,1.369,40,147
U21,S06,Q02,0,7.386,79,123
U21,S06,Q03,0,8.47,9,267
U21,S04,Q01,0,8.082,54,108
U21,S04,Q02,0,4.213,35,135
U21,S04,Q03,0,6.449,54,118
U21,S04,Q04,0,2.185,0,243
U21,S04,Q05,0,8.294,62,116
U21,S04,Q06,0,7.785,11,106
U21,S04,Q07,1,3.722,96,193
U21,S04,Q08,0,8.878,94,179
U21,S12,Q01,1,5.09,44,181
U22,S10,Q01,1,3.957,38,182
U22,S10,Q02,0,1.482,52,161
U22,S10,Q03,0,2.675,52,220
U22,S10,Q04,0,8.435,15,107
U22,S10,Q05,1,1.221,87,257
U22,S10,Q06,1,6.658,62,208
U22,S01,Q01,0,6.331,22,185
U22,S01,Q02,1,1.901,10,267
U22,S01,Q03,0,2.09,12,138
U22,S01,Q04,1,5.627,79,141
U22,S01,Q05,0,7.487,7,218
U22,S01,Q06,0,3.721,65,107
U22,S01,Q07,0,1.188,41,197
U22,S01,Q08,1,3.68,67,185
U22,S01,Q09,1,2.823,96,289
U22,S06,Q01,0,2.296,97,212
U22,S06,Q02,0,2.681,45,284
U22,S06,Q03,0,2.862,84,169
U22,S06,Q04,0,8.389,31,200
U22,S06,Q05,1,1.618,20,118
U22,S06,Q06,1,6.594,34,222
U22,S06,Q07,1,9.743,56,107
U22,S17,Q01,0,8.475,44,160
U23,S17,Q01,1,4.607,0,295
U23,S17,Q02,0,9.298,75,103
U23,S17,Q03,1,3.957,71,134
U23,S17,Q04,0,8.182,98,290
U23,S17,Q05,0,4.771,71,263
U23,S17,Q06,0,7.501,64,110
U23,S17,Q07,1,7.964,24,281
U23,S16,Q01,1,8.489,14,177
U23,S16,Q02,1,9.556,14,157
U23,S16,Q03,1,4.037,57,223
U23,S16,Q04,1,8.342,43,235
U23,S16,Q05,1,5.855,94,203
U23,S16,Q06,0,1.716,20,188
U23,S16,Q07,0,1.508,4,116
U23,S16,Q08,0,1.378,15,167
U23,S16,Q09,1,9.618,78,257
U23,S12,Q01,0,2.712,18,159
U23,S12,Q02,1,6.283,89,108
U23,S12,Q03,0,9.265,61,122
U23,S12,Q04,0,7.807,10,145
U23,S12,Q05,1,8.746,42,201
U23,S12,Q06,1,9.492,55,254
U23,S12,Q07,1,2.173,73,105
U23,S12,Q08,1,8.918,39,133
U23,S18,Q01,0,5.768,34,263
U23,S18,Q02,1,1.035,57,140
U23,S18,Q03,1,1.667,36,224
U23,S18,Q04,0,9.714,65,287
U23,S18,Q05,0,8.818,4,231
U23,S18,Q06,0,2.999,98,206
U23,S18,Q07,0,9.366,71,288
U23,S18,Q08,1,9.728,30,199
U23,S18,Q09,1,1.759,57,116
U23,S14,Q01,0,7.163,1,168
U23,S14,Q02,1,4.365,41,280
U23,S03,Q01,0,4.322,56,175
U23,S03,Q02,0,6.66,85,196
U23,S03,Q03,0,7.224,29,293
U23,S03,Q04,0,8.347,94,174
U23,S03,Q05,1,9.661,22,275
U23,S03,Q06,1,6.842,100,104
U23,S03,Q07,0,1.083,10,198
U23,S03,Q08,1,7.212,40,207
U23,S03,Q09,0,8.864,91,191
U23,S01,Q01,1,5.257,73,175
U23,S01,Q02,1,5.831,75,274
U23,S01,Q03,0,2.487,26,111
U23,S01,Q04,0,1.463,46,129
U23,S01,Q05,0,6.807,62,203
U23,S05,Q01,0,6.048,47,209
U23,S04,Q01,0,9.51,98,292
U23,S04,Q02,0,1.371,3,186
U23,S19,Q01,1,3.32,25,115
U23,S19,Q02,1,5.729,13,287
U23,S19,Q03,1,9.63,7,170
U23,S19,Q04,0,7.47,77,253
U23,S19,Q05,0,3.664,27,125
U23,S19,Q06,0,4.293,90,176
U23,S19,Q07,0,7.689,99,221
U24,S05,Q01,1,3.458,21,282
U24,S05,Q02,0,3.419,85,242
U24,S05,Q03,0,1.957,49,111
U24,S05,Q04,1,5.146,27,237
U24,S05,Q05,0,9.015,1,188
U24,S05,Q06,0,2.053,2,189
U24,S05,Q07,0,3.87,49,148
U24,S05,Q08,1,1.076,46,140
U24,S03,Q01,0,3.154,93,265
U24,S03,Q02,1,6.677,87,122
U24,S03,Q03,0,6.385,75,137
U24,S03,Q04,1,6.307,10,124
U24,S03,Q05,1,6.293,12,202
U24,S03,Q06,1,5.599,67,171
U24,S03,Q07,0,7.375,95,135
U24,S03,Q08,1,7.476,61,233
U24,S03,Q09,1,9.844,72,106
U24,S03,Q10,1,3.371,76,158
U24,S07,Q01,0,6.947,8,100
U24,S14,Q01,0,2.348,13,106
U24,S14,Q02,1,1.103,46,109
U24,S14,Q03,0,5.029,99,255
U24,S14,Q04,1,2.13,17,200
U24,S14,Q05,0,7.742,47,108
U24,S14,Q06,1,6.958,23,199
U24,S14,Q07,1,9.291,85,168
U24,S14,Q08,1,8.13,2,272
U24,S14,Q09,0,6.531,80,171
U24,S19,Q01,1,8.372,37,281
U24,S06,Q01,0,2.5,68,203
U24,S06,Q02,0,1.451,33,182
U24,S06,Q03,1,7.955,91,134
U24,S06,Q04,0,2.06,40,215
U24,S06,Q05,1,8.781,24,147
U24,S06,Q06,1,2.928,27,167
U24,S06,Q07,1,2.54,35,258
U24,S11,Q01,0,2.535,79,239
U24,S11,Q02,0,6.333,23,171
U24,S11,Q03,1,9.611,25,190
U24,S18,Q01,1,1.875,84,167
U24,S18,Q02,0,1.078,40,106
U24,S18,Q03,1,1.377,95,207
U24,S18,Q04,0,9.478,87,256
U24,S18,Q05,0,1.741,30,220
U24,S18,Q06,1,1.99,81,216
U24,S18,Q07,1,2.689,28,227
U24,S18,Q08,1,6.565,56,203
U24,S18,Q09,0,1.151,66,136
U24,S08,Q01,0,4.389,53,189
U24,S08,Q02,0,7.787,84,217
U24,S08,Q03,1,4.582,79,177
U24,S08,Q04,0,2.576,97,110
U24,S08,Q05,1,2.702,85,266
U24,S08,Q06,1,5.72,97,178
U24,S08,Q07,1,2.664,97,146
U25,S01,Q01,1,9.731,50,119
U25,S01,Q02,0,3.615,20,272
U25,S01,Q03,0,4.866,99,299
U25,S01,Q04,0,5.934,91,155
U25,S01,Q05,1,3.267,14,188
U25,S01,Q06,0,8.351,90,228
U25,S01,Q07,1,7.274,21,187
U25,S01,Q08,0,7.398,40,199
U25,S01,Q09,0,6.125,41,129
U25,S01,Q10,1,6.271,74,230
U25,S04,Q01,0,5.844,57,176
U25,S04,Q02,0,1.699,45,107
